Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
[DTC-E6] WF7602: ShakeMaps from Parametric Data	WorkflowHub	1998	https:/workflowhub.eu/workflows/1998?version=1	Maren Böse, Savas Ceylan, Johannes Kemper	dt-geo, digital twin, geophyics	2025-10-14	2025-10-14	1	1	8	Finite-source characterization using template matching (FinDer)., Generate ground motion and shaking intensity maps., Automated peak motions from RRSM., EMSC felt reports - planned but not implemented, ML-based algorithm to estimate peak motions at stations., Integrate manual peak motions into the workflow., Prepare evolutionary shake maps for output using finite fault characterization., Collect event alerts.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E1] WF7101: Data Input Workflow	WorkflowHub	1987	https:/workflowhub.eu/workflows/1987?version=1	Laurentiu Danciu, Nicolas Schmid, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	5	Update Crustal Faults Model and Subduction Zones., Statistical Analysis of the Earthquake Catalog., Harmonize Active Fault Dataset., Data Cleaning and Feature Selection., Harmonization of Earthquake Catalogs.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-AGEF] WF8104: Forecasting induced shake map	WorkflowHub	1986	https:/workflowhub.eu/workflows/1986?version=1			2025-10-14	2025-10-15	1	1	15				Apache-2.0		WP8 - Anthropogenic geophysical extremes	binn* in description	True
[DTC-AGEF] WF8103: Forecasting maximum magnitude	WorkflowHub	1985	https:/workflowhub.eu/workflows/1985?version=1			2025-10-14	2025-10-15	1	1	5				Apache-2.0		WP8 - Anthropogenic geophysical extremes	binn* in description	True
Assemblosis	WorkflowHub	334	https:/workflowhub.eu/workflows/334?version=1	Pasi Korhonen		2022-04-20	2023-01-16	1	1	23				BSD-3-Clause		Workflows Australia	binn* in description	True
Escalibur	WorkflowHub	335	https:/workflowhub.eu/workflows/335?version=1			2022-04-20	2023-01-16	1	1	0				BSD-3-Clause		Workflows Australia	binn* in description	True
Java COMPSs Matrix Multiplication, out-of-core using files, reproducible example, data persistence True	WorkflowHub	1086	https:/workflowhub.eu/workflows/1086?version=1	Raül Sirvent	compss, example, java, laptop, tutorial, data_persistence	2024-08-02	2024-08-02	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1086.1	Workflows and Distributed Computing	binn* in description	True
Matrix Multiplication – resource usage visualization	WorkflowHub	1338	https:/workflowhub.eu/workflows/1338?version=1	Raül Sirvent, Nicolò Giacomini		2025-04-14	2025-04-14	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil* in description	True
Java COMPSs LU Factorization for Sparse Matrices, MareNostrum V, 3 nodes, no data persistence	WorkflowHub	1047	https:/workflowhub.eu/workflows/1047?version=1	Raül Sirvent		2024-06-18	2024-06-18	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1047.1	Workflows and Distributed Computing	ITS in description	True
PyCOMPSs Matrix Multiplication, out-of-core using files, MareNostrum V, reproducibility example, without data persistence	WorkflowHub	839	https:/workflowhub.eu/workflows/839?version=1	Raül Sirvent	marenostrum v, pycompss, supercomputer, non_data_persistence	2024-04-30	2024-06-18	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.839.1	Workflows and Distributed Computing	binn* in description	True
Lysozyme in water full with new provenance run features	WorkflowHub	1326	https:/workflowhub.eu/workflows/1326?version=1			2025-03-28	2025-03-28	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil* in description	True
Sample workflow that combines simulations with data analytics.	WorkflowHub	541	https:/workflowhub.eu/workflows/541?version=1	Rosa M Badia, Javier Conejero	compss, hybrid workflow, marenostrum iv, pycompss, supercomputer, eflows4hpc, non_data_persistence	2023-07-20	2023-07-21	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.541.1	Workflows and Distributed Computing	binn* in name	True
PyCOMPSs Wordcount test, dividing input file in blocks, only Python dictionaries used as task parameters (run at MareNostrum IV)	WorkflowHub	687	https:/workflowhub.eu/workflows/687?version=1	Javier Conejero	example, marenostrum iv, pycompss, supercomputer, tutorial, data_persistence	2023-12-15	2023-12-15	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.687.1	Workflows and Distributed Computing	binn* in description	True
PyCOMPSs simple example (ran on macOS laptop, input generated by the code, INOUT file example)	WorkflowHub	673	https:/workflowhub.eu/workflows/673?version=1	Javier Conejero	example, laptop, pycompss, tutorial, data_persistence	2023-11-16	2023-11-16	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.673.1	Workflows and Distributed Computing	ITS in description	True
COMPSs Matrix Multiplication resourceUsage profiling example MN5 MSIZE=20 BSIZE=768 7 Nodes total	WorkflowHub	1339	https:/workflowhub.eu/workflows/1339?version=1	Raül Sirvent, Rosa M Badia		2025-04-15	2025-04-15	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil* in name	True
PyCOMPSs Matrix Multiplication with Objects (inputs generated by the code)	WorkflowHub	627	https:/workflowhub.eu/workflows/627?version=1	Javier Conejero	example, laptop, pycompss, tutorial, data_persistence	2023-10-27	2023-11-24	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.627.1	Workflows and Distributed Computing	binn* in description	True
Java COMPSs Matrix Multiplication, out-of-core using files, reproducible example, data persistence False, MareNostrum V	WorkflowHub	1088	https:/workflowhub.eu/workflows/1088?version=1	Raül Sirvent	compss, example, java, marenostrum v, supercomputer, tutorial, non_data_persistence	2024-08-02	2024-08-02	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.1088.1	Workflows and Distributed Computing	binn* in description	True
PyCOMPSs Matrix Multiplication, out-of-core using files, reproducibility example	WorkflowHub	838	https:/workflowhub.eu/workflows/838?version=1	Raül Sirvent	laptop, pycompss, data_persistence	2024-04-30	2024-08-02	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.838.1	Workflows and Distributed Computing	binn* in description	True
X-omics ACTIONdemonstrator analysis workflow	WorkflowHub	402	https:/workflowhub.eu/workflows/402?version=8	Casper de Visser, Anna Niehues	behavioral data, epigenomics, fair, metabolomics, multi-omics, nextflow	2023-11-24	2023-11-24	8	8	0		Clustering, Dimensionality reduction	Epigenomics, Metabolomics	CC-BY-4.0	10.48546/workflowhub.workflow.402.8	X-omics	metap* in tags	True
ZARP: An automated workflow for processing of RNA-seq data	WorkflowHub	447	https:/workflowhub.eu/workflows/447?version=1	Zavolan Lab	bioinformatics, ngs, rnaseq, high-throughput, rna, rna-seq	2023-03-21	2023-05-12	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.447.1	Zavolan Lab	metap* in description	True
Soil Metagenome Pipeline	WorkflowHub	1960	https:/workflowhub.eu/workflows/1960?version=1	Caner Bagci	annotation, assembly, bioinformatics, genomics, metagenomics, biosynthetic-gene-clusters	2025-09-19	2025-09-19	1	1	0	Flye, Medaka, NextPolish, Minimap2, SAMtools, CoverM, strobealign, SemiBin, VAMB, MetaCoAG, CheckM2, CheckM, GTDB, Bakta, eggNOG-mapper v2, antiSMASH, MMseqs2, metabuli	Genome annotation, Sequence assembly, Taxonomic classification	Bioinformatics, Metagenomics, Sequence assembly	GPL-3.0-or-later	10.48546/workflowhub.workflow.1960.1	ZiemertLab	edam	True
plant2human workflow	WorkflowHub	1206	https:/workflowhub.eu/workflows/1206?version=8	Sora Yonezawa	alignment, bioinformatics, cwl, docker, functional analysis, plant, python, human, protein-structure	2025-09-17	2025-09-28	8	8	7	Foldseek, EMBOSS, BLAST, BioContainers	Global alignment, Local alignment, Pairwise sequence alignment, Structure-based sequence alignment	Function analysis, Genetics, Protein structure analysis, Proteins	MIT	10.48546/workflowhub.workflow.1206.8	bonohulab	ITS in description	True
CWL4IncorporateTSSintoGXF (paired-end file)	WorkflowHub	1343	https:/workflowhub.eu/workflows/1343?version=1	Ryo Nozu, Sora Yonezawa	bioinformatics, gtf, transcription start sites, cage, cage-seq, cageseq-data, genome-annotation	2025-04-18	2025-04-22	1	1	0	seqkit, fastp, STAR, TSSr, BioContainers	Genome annotation	Functional genomics, Transcriptomics	MIT		bonohulab	annot* in tags	True
Gene Expression Analysis Workflow in Complex Microbiomes	WorkflowHub	1955	https:/workflowhub.eu/workflows/1955?version=2	Ryo Mameda, Sora Yonezawa	annotation, metagenomics, metatranscriptomics	2025-10-02	2025-10-02	2	2	3	BLASTN rRNA annotation process	Gene expression profiling, Genome annotation, Sequence annotation, Sequence assembly, Sequence trimming	Bioinformatics, Microbiology, Sequence analysis, Sequence assembly	MIT	10.48546/workflowhub.workflow.1955.2	bonohulab	metage* in tags	True
3D genome builder (3DGB)	WorkflowHub	2010	https:/workflowhub.eu/workflows/2010?version=1			2025-10-26	2025-10-26	1	1	0			Functional genomics, Genomics	BSD-3-Clause		datafun	binn* in description	True
A workflow for marine Genomic Observatories data analysis	WorkflowHub	384	https:/workflowhub.eu/workflows/384?version=3	Haris Zafeiropoulos, Martin Beracochea	biodiversity	2023-05-16	2023-05-16	3	3	0				Apache-2.0	10.48546/workflowhub.workflow.384.3	emo-bon	metage* in description	True
Genetic Design (BASIC Assembly)	WorkflowHub	2009	https:/workflowhub.eu/workflows/2009?version=1		assembly, brs	2025-10-24	2025-10-30	1	1	3	rpbasicdesign, selenzy-wrapper, dnabot			Apache-2.0		galaxy-SynBioCAD	plasmid* in description	True
Genetic Design (Gibson, Golden Gate, LCR)	WorkflowHub	2007	https:/workflowhub.eu/workflows/2007?version=1			2025-10-24	2025-10-30	1	1	6	dnaweaver, LCRGenie, PartsGenie, sbml2sbol, optdoe, selenzy-wrapper		Synthetic biology	CC-BY-4.0		galaxy-SynBioCAD	plasmid* in description	True
Pathway Analysis	WorkflowHub	2005	https:/workflowhub.eu/workflows/2005?version=1	BioRetroSynth	retrosynthesis, brs	2025-10-24	2025-10-30	1	1	4	rptools_rpthermo, rptools_rpscore, rptools_rpranker, rptools_rpfba			MIT		galaxy-SynBioCAD	annot* in description	True
NGS Equimolar Pooling Calculator	WorkflowHub	1344	https:/workflowhub.eu/workflows/1344?version=1	Ben Price		2025-04-18	2025-04-18	1	1	0				MIT	10.48546/workflowhub.workflow.1344.1	iBOL Europe Museum Skimming	binn* in description	True
Gene Fetch	WorkflowHub	1342	https:/workflowhub.eu/workflows/1342?version=2	Dan Parsons, Ben Price	bge, bioinformatics	2025-04-17	2025-06-01	2	2	0				MIT		iBOL Europe Museum Skimming, Biodiversity Genomics Europe (general)	metap* in description	True
Barcode Gene Extractor & Evaluator (BGEE) Snakemake workflow	WorkflowHub	1346	https:/workflowhub.eu/workflows/1346?version=1	Dan Parsons	bge, biodiversity, dna barcoding, natural history collections	2025-04-25	2025-05-28	1	1	0				MIT		iBOL Europe Museum Skimming, Biodiversity Genomics Europe (general)	binn* in description	True
COSIFER	WorkflowHub	118	https:/workflowhub.eu/workflows/118?version=1	Laura Rodriguez-Navas, José Mª Fernández	cancer, cosifer, pediatric, rna-seq	2021-05-05	2023-04-21	1	1	1				Apache-2.0		iPC: individualizedPaediatricCure	ITS in description	True
COSIFER	WorkflowHub	119	https:/workflowhub.eu/workflows/119?version=1	Laura Rodriguez-Navas, José Mª Fernández	cancer, cosifer, pediatric, rna-seq	2021-05-05	2023-04-21	1	1	0				Apache-2.0		iPC: individualizedPaediatricCure	ITS in description	True
nf-core/bacass	WorkflowHub	966	https:/workflowhub.eu/workflows/966?version=10	Andreas Wilm	assembly, bacterial-genomes, denovo, denovo-assembly, genome-assembly, hybrid-assembly, nanopore, nanopore-sequencing	2025-10-19	2025-10-19	1	10	0				MIT		nf-core	binn* in description	True
nf-core/ampliseq	WorkflowHub	964	https:/workflowhub.eu/workflows/964?version=28	Daniel Straub, Alexander Peltzer	16s, 18s, its, metabarcoding, metagenomics, amplicon-sequencing, edna, illumina, iontorrent, metataxonomics, microbiome, pacbio, qiime2, rrna, taxonomic-classification, taxonomic-profiling	2025-10-10	2025-10-10	28	28	0				MIT		nf-core	metage* in tags	True
nf-core/scnanoseq	WorkflowHub	1179	https:/workflowhub.eu/workflows/1179?version=4	Austyn Trull, Lara Ianov	10xgenomics, long-read-sequencing, nanopore, scrna-seq, single-cell	2025-09-06	2025-09-06	4	4	0				MIT		nf-core	binn* in description	True
nf-core/taxprofiler	WorkflowHub	1025	https:/workflowhub.eu/workflows/1025?version=16	James A. Fellows Yates, Sofia Stamouli, Moritz E. Beber, Lauri Mesilaakso, Thomas A. Christensen II, Jianhong Ou, Mahwash Jamy, Maxime Borry, Rafal Stepien, Tanja Normark	classification, metagenomics, profiling, illumina, long-reads, microbiome, nanopore, pathogen, shotgun, taxonomic-classification, taxonomic-profiling	2025-09-03	2025-09-03	16	16	0				MIT		nf-core	metage* in tags	True
nf-core/funcscan	WorkflowHub	987	https:/workflowhub.eu/workflows/987?version=12	Jasmin Frangenberg, Anan Ibrahim, James A. Fellows Yates	amr, assembly, metagenomics, amp, antibiotic-resistance, antimicrobial-peptides, antimicrobial-resistance-genes, arg, bgc, biosynthetic-gene-clusters, contigs, function, natural-products, screening, secondary-metabolites	2025-10-06	2025-10-06	12	12	0				MIT		nf-core	metage* in tags	True
nf-core/rnavar	WorkflowHub	1019	https:/workflowhub.eu/workflows/1019?version=4	@praveenraj2018 None, @praveenraj2018 None	gatk4, rnaseq, rna, variant-calling, worflow	2025-09-03	2025-09-03	4	4	0				MIT		nf-core	binn* in description	True
nf-core/rangeland	WorkflowHub	1250	https:/workflowhub.eu/workflows/1250?version=1		earth-observation, landsat, satellite-imagery, spectral-unmixing, trend-analysis, trends	2025-01-18	2025-03-14	1	1	0				MIT		nf-core	profil* in description	True
nf-core/pairgenomealign	WorkflowHub	1108	https:/workflowhub.eu/workflows/1108?version=7	charles-plessy None, charles-plessy None	genomics, comparative-genomics, dot-plot, last, pairwise-alignment, synteny, whole-genome-alignment	2025-09-03	2025-09-03	7	7	0				MIT		nf-core	profil* in description	True
nf-core/bamtofastq	WorkflowHub	968	https:/workflowhub.eu/workflows/968?version=7	Friederike Hanssen	conversion, bamtofastq, cramtofastq	2025-05-24	2025-05-24	1	7	0				MIT		nf-core	profil* in description	True
nf-core/mag	WorkflowHub	995	https:/workflowhub.eu/workflows/995?version=30	No author provided, Hadrien Gourlé, Daniel Straub, Sabrina Krakau	annotation, assembly, metagenomics, binning, long-read-sequencing, metagenomes, nanopore, nanopore-sequencing	2025-05-23	2025-05-23	30	30	0				MIT		nf-core	metage* in tags	True
nf-core/coproid	WorkflowHub	974	https:/workflowhub.eu/workflows/974?version=4	Maxime Borry	adna, ancient-dna, coprolite, microbiome	2025-05-23	2025-05-23	1	4	0				MIT		nf-core	microbiome in tags	True
nf-core/methylong	WorkflowHub	1360	https:/workflowhub.eu/workflows/1360?version=1			2025-05-10	2025-05-10	1	1	0				MIT		nf-core	profil* in description	True
nf-core/epitopeprediction	WorkflowHub	984	https:/workflowhub.eu/workflows/984?version=9	Christopher Mohr, Alexander Peltzer	epitope, epitope-prediction, mhc-binding-prediction	2025-05-10	2025-05-10	1	9	0				MIT		nf-core	binn* in tags	True
nf-core/nascent	WorkflowHub	1004	https:/workflowhub.eu/workflows/1004?version=6	Ignacio Tripodi, Margaret Gruca	gro-seq, nascent, pro-seq, rna, transcription, tss	2025-05-09	2025-05-09	1	6	0				MIT		nf-core	profil* in description	True
nf-core/demultiplex	WorkflowHub	978	https:/workflowhub.eu/workflows/978?version=15	Chelsea Sawyer, Edmund Miller, Matthias De Smet	bases2fastq, bcl2fastq, demultiplexing, elementbiosciences, illumina	2025-04-26	2025-04-26	1	15	0				MIT		nf-core	binn* in description	True
nf-core/hlatyping	WorkflowHub	991	https:/workflowhub.eu/workflows/991?version=11	Christopher Mohr, Alexander Peltzer, Sven Fillinger	dna, hla, hla-typing, immunology, optitype, personalized-medicine, rna	2025-04-16	2025-04-16	11	11	0				MIT		nf-core	profil* in description	True
nf-core/metaboigniter	WorkflowHub	57	https:/workflowhub.eu/workflows/57?version=4	Payam Emami	metabolomics, identification, mass-spectrometry, ms1, ms2, quantification	2024-06-11	2024-06-11	4	4	0				MIT		nf-core	metap* in tags	True
nf-core/circdna	WorkflowHub	972	https:/workflowhub.eu/workflows/972?version=8	Daniel Schreyer	dna, genomics, ampliconarchitect, ampliconsuite, circle-seq, circular, eccdna, ecdna, extrachromosomal-circular-dna	2024-06-11	2024-06-11	8	8	0				MIT		nf-core	amplicon in tags	True
nf-core/eager	WorkflowHub	983	https:/workflowhub.eu/workflows/983?version=30	Alexander Peltzer, The nf-core/eager community, Stephen Clayton, James A Fellows-Yates	metagenomics, adna, ancient-dna-analysis, ancientdna, genome, pathogen-genomics, population-genetics	2025-03-26	2025-03-26	30	30	0				MIT		nf-core	metage* in tags	True
nf-core/fetchngs	WorkflowHub	986	https:/workflowhub.eu/workflows/986?version=14	Harshil Patel	fastq, ddbj, download, ena, geo, sra, synapse	2024-06-11	2024-06-11	14	14	0				MIT		nf-core	metap* in description	True
nf-core/isoseq	WorkflowHub	993	https:/workflowhub.eu/workflows/993?version=8	Sébastien Guizard (@sguizard)	isoseq, isoseq-3, rna, tama, ultra	2024-09-06	2024-09-06	8	8	0				MIT		nf-core	annot* in description	True
nf-core/sarek	WorkflowHub	1020	https:/workflowhub.eu/workflows/1020?version=28	Maxime Garcia, Szilveszter Juhos	annotation, gatk4, genomics, germline, somatic, cancer, pre-processing, target-panels, variant-calling, whole-exome-sequencing, whole-genome-sequencing	2025-02-19	2025-02-19	28	28	0				MIT		nf-core	annot* in tags	True
